Paneer sandwich,https://www.youtube.com/watch?si=TU9w1iJ7ByemgSY2&v=5S4zyyw-yRM&feature=youtu.be
Paneer sandwich,https://www.instagram.com/reel/C-XCe8rPU2s/?igsh=MWI0ZmYyeWJycTI4MQ==
Soya tikka,https://youtu.be/wdVFTrYyKsQ?si=umvKU3w03_t9qbCz
Kaale channe tikki,https://share.google/rpXUuHE5clcKILdb5
,
,
Chicken keema tikki,https://youtu.be/5Nxd7haw9gs?si=zs30gHpkUKYxdIsD
Masala chicken fry,https://youtube.com/shorts/3UH0I5xwGYA?si=wTQjMXWGznYJM2LZ
Chilli fish,https://youtu.be/2kptd1n1Q38?si=cZ5UNJedp5Q0FuvF
